developer,genre,type,rating
Best Way,"['Strategy', 'Real-Time', 'Military', 'General']",multiplayer,T
stillalive studios,"['Fantasy', 'Action Adventure', 'General']",NaN,NaN
Wizard Fu Games,"['Action Adventure', 'General', 'Open-World']",NaN,T
Sumo Digital,"['Driving', 'Racing', 'Arcade', 'Kart', 'Other', 'Automobile']",multiplayer,E10+
Sumo Digital,"['Driving', 'Racing', 'Arcade', 'Kart', 'Automobile']",multiplayer,E10+
Sonic Team,"['Action', 'Platformer', '2D']",NaN,E
Sonic Team,"['Action', 'Platformer', '3D']",NaN,E
Sonic Team,"['Action', 'Platformer', '3D']",multiplayer,E
Sonic Team,"['Action', 'Platformer', '3D']",singleplayer,E
Creative Assembly,"['Action', 'Miscellaneous', 'Platformer', 'Compilation', '2D']",NaN,E
Sega,"['Action', 'Platformer', '2D']",NaN,E
SegaSoft,"['Action', 'Action Adventure', 'General', 'Platformer', '3D']",singleplayer,E10+
Sega,"['Action', 'Platformer', '3D']",singleplayer,E
Sonic Team,"['Action', 'Platformer', '3D']",multiplayer,E
SegaSoft,"['Action', 'Platformer', '2D']",multiplayer,E
Sonic Team,"['Miscellaneous', 'Parlor', 'Pinball']",multiplayer,E
Sonic Team,"['Driving', 'Racing', 'Other']",multiplayer,E
Sonic Team,"['Action', 'General', 'Platformer', '3D', '2D']",singleplayer,E10+
Sonic Team,"['Action', 'Platformer', '3D']",singleplayer,E
Sonic Team,"['Action', 'General', 'Platformer', '2D']",singleplayer,E
Dimps Corporation,"['Action', 'Platformer', '2D']",multiplayer,E
Backbone Entertainment,"['Miscellaneous', 'Compilation']",singleplayer,E10+
Sonic Team,"['Action', 'Platformer', '3D']",singleplayer,E10+
The Workshop,"['Role-Playing', 'Action Adventure', 'Action RPG', 'General']",NaN,E10+
Zerodiv,"['Role-Playing', 'General', 'Roguelike']",singleplayer,T
Wales Interactive,"['Sci-Fi', 'Adventure', '3D', 'First-Person']",singleplayer,NaN
Gameloft,"['Adventure', 'General']",singleplayer,T
Namco,"['Action', 'Fighting', '3D']",multiplayer,T
Namco,"['Action', 'Fighting', '3D']",multiplayer,T
Project Soul,"['Action', 'Fighting', '3D']",multiplayer,T
Bandai Namco Games,"['Action', 'Fighting', '3D']",multiplayer,T
SCEA,"['Action', 'Miscellaneous', 'Rhythm', 'Music Maker', 'Music']",NaN,E
Ubisoft San Francisco,"['Role-Playing', 'General']",singleplayer,M
Obsidian Entertainment,"['General', 'Role-Playing']",singleplayer,M
Grounding Inc.,"['Action', 'Rhythm', 'Dancing']",singleplayer,E10+
Art,"['Miscellaneous', 'Rhythm', 'Music']",singleplayer,E
FireFly Studios,"['Strategy', 'Real-Time', 'Sci-Fi', 'General']",NaN,T
Runner Duck,"['Simulation', 'Space', 'Combat']",singleplayer,NaN
Gilligames,"['Strategy', 'Turn-Based', 'Sci-Fi']",multiplayer,NaN
Full Control ApS,"['Strategy', 'Turn-Based', 'General']",NaN,T
Taito Corporation,"['Action', 'Shooter', 'Static', ""Shoot-'Em-Up"", 'Vertical']",multiplayer,E
Taito Corporation,"['Action', 'Miscellaneous', 'Shooter', 'Compilation', ""Shoot-'Em-Up"", 'Vertical']",multiplayer,E
Taito Corporation,"['Action', 'Shooter', 'Static', ""Shoot-'Em-Up"", 'Vertical']",NaN,E
Taito Corporation,"['Miscellaneous', 'Compilation']",singleplayer,NaN
Passtech Games,"['Strategy', 'Real-Time', 'Sci-Fi', 'General', 'Defense']",NaN,NaN
Red Blue Games,"['Action Adventure', 'General']",singleplayer,E10+
Point of View,"['Action Adventure', 'Fantasy']",NaN,M
Capcom,"['Action', 'Shooter', 'Third-Person', 'Fantasy']",NaN,M
Zombie Studios,"['Action', 'General']",NaN,M
Jupiter Corporation,"['Role-Playing', 'Action RPG']",multiplayer,E10+
Genki,"['Role-Playing', 'Action RPG']",NaN,E10+
Climax Group,"['Driving', 'Racing', 'Motorcycle', 'Street']",multiplayer,E
DoubleDutch Games,"['Action', 'General', 'Platformer', '2D']",multiplayer,NaN
JoWooD Entertainment AG,"['Role-Playing', 'PC-style RPG', 'Western-Style']",multiplayer,T
Grimlore Games,"['Strategy', 'Real-Time', 'Tactics']",multiplayer,NaN
"Proletariat, Inc.","['Action', 'Shooter', 'Third-Person', 'Arcade']",multiplayer,NaN
Derek Yu,"['Action', 'Platformer', '2D']",singleplayer,NaN
Mossmouth,"['Action', 'Platformer', '2D']",multiplayer,NaN
Eurocom Entertainment Software,"['Action Adventure', 'Fantasy']",singleplayer,T
Neversoft Entertainment,"['Action Adventure', 'Sci-Fi']",singleplayer,E
Treyarch,"['Action Adventure', 'Sci-Fi']",singleplayer,T
Treyarch,"['Action', 'Action Adventure', 'Platformer', 'General', '3D']",singleplayer,T
Beenox,"['Action', 'Action Adventure', 'Adventure', 'Fantasy', ""Beat-'Em-Up"", 'Third-Person', '3D']",singleplayer,T
Next Level Games,"['Action', 'General']",multiplayer,E10+
Beenox,"['Action', 'Action Adventure', 'Adventure', 'General', ""Beat-'Em-Up"", 'Linear', 'Fantasy', 'Third-Person', '3D']",singleplayer,T
Griptonite Games,"['Action', 'Platformer', 'General', ""Beat-'Em-Up"", '2D']",singleplayer,E10+
Dimps Corporation,"['Action', ""Beat-'Em-Up""]",multiplayer,T
Queen Bee Games,"['Action', 'Platformer', '2D']",singleplayer,E
Maximum Games,"['Simulation', 'Vehicle', 'Civilian']",multiplayer,E
Tecmo Koei Games,"['Action Adventure', 'Horror', 'Survival']",NaN,T
Thunder Lotus Games,"['Action Adventure', 'Sandbox']",multiplayer,T
Rainbow Studios,"['Driving', 'Racing', 'Snow / Water']",multiplayer,E
Splashteam,"['Action', 'Platformer', '2D']",singleplayer,E
Nintendo,"['Fantasy', 'Action', 'Shooter', 'Third-Person', 'Arcade']",multiplayer,E10+
Namco Bandai Games America,"['Action', ""Beat-'Em-Up"", '3D']",singleplayer,M
Black Rock Studio,"['Driving', 'Racing', 'General', 'Arcade', 'Automobile']",multiplayer,E10+
Heavy Iron Studios,"['Action', 'Platformer', '3D']",singleplayer,E
Purple Lamp Studios,"['Action', 'Platformer', '3D']",multiplayer,E10+
Blitz Games,"['Action', 'Platformer', '3D']",singleplayer,E
Tantalus,"['Action', 'General']",multiplayer,E
WayForward,"['Miscellaneous', 'General']",NaN,E
Griptonite Games,"['Strategy', 'Breeding/Constructing', 'General']",singleplayer,E
Full Fat,"['Action Adventure', 'Sci-Fi', 'General']",multiplayer,E
SCEA,"['Sports', 'General', 'Individual', 'Athletics']",singleplayer,E10+
Survios,"['Racing', 'Arcade', 'Other']",multiplayer,NaN
Ubisoft,"['Simulation', 'Adventure', 'First-Person', 'Virtual', 'Modern', 'Virtual Life']",singleplayer,T
Paradigm Entertainment,"['Driving', 'Mission-based']",multiplayer,T
Angel Studios,"['Driving', 'Mission-based']",multiplayer,T
Strange Flavour,"['Miscellaneous', 'Board Games', 'Board / Card Game']",multiplayer,E
Activision,"['Miscellaneous', 'Compilation']",singleplayer,E10+
Eurocom Entertainment Software,"['Action', 'Platformer', '3D']",singleplayer,E
Check Six Games,"['Action', 'Platformer', '3D']",singleplayer,E
Freedom LLC,"['Strategy', 'Real-Time', 'Historic', 'General']",multiplayer,T
The Game Bakers,"['Role-Playing', 'Console-style RPG', 'Japanese-Style']",NaN,E
5000ft,"['Miscellaneous', 'Parlor', 'Gambling']",multiplayer,T
Double Fine Productions,"['Miscellaneous', 'Puzzle', 'Action']",singleplayer,E10+
Double Fine Productions,"['Miscellaneous', 'Puzzle', 'Action']",NaN,E10+
Star Gem Inc.,"['Action', 'Role-Playing', 'General', 'Massively Multiplayer']",NaN,NaN
Stardock,"['Strategy', 'General']",multiplayer,NaN
Nintendo,"['Action', 'Shooter', 'Rail']",multiplayer,E10+
Black Lab Games,"['Strategy', 'Turn-Based', 'Real-Time', 'Tactics']",singleplayer,NaN
TOSE,"['Role-Playing', 'Console-style RPG', 'Action RPG', 'Japanese-Style']",singleplayer,T
Square Enix,"['Role-Playing', 'Console-style RPG', 'Action RPG', 'Japanese-Style']",singleplayer,T
Incinerator Games,"['Action', 'Simulation', 'General', 'Sci-Fi', 'Space', 'Small Spaceship', 'Combat']",NaN,E10+
"Massive Damage, Inc.","['Strategy', 'Turn-Based', 'Tactics']",singleplayer,NaN
Hudson Soft,"['Action', 'Shooter', 'Scrolling', ""Shoot-'Em-Up"", 'Vertical']",singleplayer,E
Totally Games,"['Simulation', 'Sci-Fi', 'Space', 'Large Spaceship', 'Civilian']",singleplayer,E
Mad Doc Software,"['Strategy', 'General']",multiplayer,E
14 Degrees East,"['Simulation', 'Sci-Fi', 'Space', 'Large Spaceship', 'Civilian']",multiplayer,T
Mad Doc Software,"['Simulation', 'Sci-Fi', 'Space', 'Large Spaceship', 'Combat', 'Civilian']",multiplayer,E10+
Starsphere Interactive,"['Simulation', 'Sci-Fi', 'Large Spaceship']",singleplayer,E
Taldren,"['Simulation', 'Sci-Fi', 'Space', 'Large Spaceship', 'Civilian']",multiplayer,E
Raven Software,"['Action', 'Shooter', 'First-Person', 'Sci-Fi', 'Arcade']",multiplayer,T
EA DICE,"['General', 'Action', 'Shooter', 'First-Person', 'Tactical']",multiplayer,T
EA DICE,"['Action', 'Shooter', 'First-Person', 'Tactical']",multiplayer,T
Savage Entertainment,"['Action', 'Shooter', 'Third-Person', 'Sci-Fi', 'Arcade']",multiplayer,T
Ubisoft,"['Action Adventure', 'Sci-Fi']",multiplayer,E10+
LucasArts,"['Strategy', 'Real-Time', 'Sci-Fi', 'General']",multiplayer,T
LucasArts,"['Strategy', 'Real-Time', 'Sci-Fi', 'General']",multiplayer,T
Sony Online Entertainment,"['Role-Playing', 'Massively Multiplayer Online', 'Massively Multiplayer', 'Sci-Fi']",multiplayer,NaN
Raven Software,"['Action', 'Action Adventure', 'Shooter', 'Linear', 'First-Person', 'Sci-Fi', 'Arcade']",multiplayer,T
Raven Software,"['Action', 'Shooter', 'First-Person', 'Sci-Fi', 'Arcade']",multiplayer,T
Zen Studios,"['Action', 'Pinball']",singleplayer,NaN
Secret Level,"['Simulation', 'Sci-Fi', 'Small Spaceship']",multiplayer,T
Krome Studios,"['Action Adventure', 'Sci-Fi', 'General']",singleplayer,T
LucasArts,"['Simulation', 'Sci-Fi', 'Space', 'Small Spaceship', 'Combat']",singleplayer,T
Pandemic Studios,"['Action', 'Shooter', 'Third-Person', 'Sci-Fi']",multiplayer,T
Pandemic Studios,"['Action', 'Shooter', 'Third-Person', 'Sci-Fi']",multiplayer,T
"Luxoflux, Inc.","['Driving', 'Car Combat']",NaN,T
Factor 5,"['Simulation', 'Sci-Fi', 'Small Spaceship']",NaN,T
BioWare,"['Role-Playing', 'Third-Person']",singleplayer,T
Ubisoft Montreal,"['Action Adventure', 'Sci-Fi', 'General']",multiplayer,T
Motive Studios,"['Simulation', 'Space', 'Combat']",multiplayer,T
Lucas Learning,"['Driving', 'Racing', 'Kart']",multiplayer,E
Pandemic Studios,"['Action', 'Shooter', 'Third-Person', 'Sci-Fi']",multiplayer,T
Krome Studios,"['Action', 'Action Adventure', 'General', 'Shooter', 'Linear', 'Third-Person', 'Arcade']",multiplayer,T
LucasArts,"['Action', 'General']",NaN,T
Blizzard Entertainment,"['Strategy', 'Real-Time', 'Command']",NaN,NaN
Chucklefish,"['Fantasy', 'General', 'Action Adventure', 'Sandbox']",multiplayer,NaN
Blizzard Entertainment,"['Sci-Fi', 'Strategy', 'Real-Time', 'General', 'Command']",NaN,T
Blizzard Entertainment,"['Strategy', 'Real-Time', 'Command']",NaN,NaN
ConcernedApe,"['Role-Playing', 'General']",singleplayer,E10+
Little Green Men,"['Strategy', 'Real-Time', 'General']",NaN,T
Destroyer Studios,"['Simulation', 'Sci-Fi', 'Space', 'Small Spaceship', 'Combat']",multiplayer,NaN
Q-Games,"['Strategy', 'Real-Time', 'Sci-Fi', 'Defense']",singleplayer,E
Minds-Eye Productions,"['Driving', 'Mission-based']",multiplayer,T
Mucky Foot Productions,"['Strategy', 'General', 'Management', 'Government']",singleplayer,T
VIS Entertainment,"['Action', ""Beat-'Em-Up""]",singleplayer,M
Daedalic Entertainment,"['Action Adventure', 'Adventure', 'General', '3D', 'Third-Person']",singleplayer,M
Curve Digital,"['Action', 'Platformer', '2D']",NaN,T
Curve Studios,"['Action', 'Platformer', '2D']",NaN,T
Image & Form,"['Action', 'Action Adventure', 'General', 'Platformer', '2D']",NaN,E10+
Image & Form,"['Action', 'Action Adventure', 'General', 'Platformer', '2D']",singleplayer,E10+
Image & Form,"['Action', 'Action Adventure', 'General', 'Platformer', '2D']",singleplayer,E10+
Image & Form,"['Sci-Fi', 'Strategy', 'Turn-Based', 'General']",NaN,E10+
Irem,"['Action', 'Fighting', '3D']",multiplayer,E10+
Zenovia,"['Action', 'Platformer', 'Shooter', 'First-Person', '2D', 'Arcade']",singleplayer,NaN
Tate Multimedia,"['Simulation', 'Vehicle', 'Combat']",singleplayer,NaN
The Bitmap Brothers,"['Strategy', 'Real-Time', 'Sci-Fi', 'General', 'Command']",multiplayer,T
Ubisoft Annecy,"['Sports', 'Individual', 'Ski / Snowboard']",multiplayer,T
5pb,"['Adventure', 'Visual Novel']",singleplayer,M
5pb,"['Action', 'Adventure', 'General', 'Visual Novel']",singleplayer,M
SkyBox Labs,"['Action', 'Platformer', '2D']",singleplayer,E10+
Paradox Development Studio,"['Strategy', 'Real-Time', 'General']",singleplayer,E10+
Pixelnest Studio,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",NaN,E10+
Plug In Digital,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",singleplayer,E
Zoink!,"['Action', 'Platformer', '3D']",NaN,T
Microids,"['Adventure', 'Third-Person', 'Modern']",singleplayer,M
Polygoat,"['Action', 'Platformer', '2D']",singleplayer,NaN
Bongfish,"['Sports', 'Alternative', 'Individual', 'Snowboarding', 'Ski / Snowboard']",multiplayer,T
Blue 52,"['Action Adventure', 'Modern', 'General']",singleplayer,T
Flight School Studio,"['Action Adventure', 'General']",singleplayer,NaN
No Code,"['Adventure', 'Text']",singleplayer,M
Creative Assembly,"['Strategy', 'Real-Time', 'Sci-Fi', 'General']",multiplayer,M
Rebellion,"['Action', 'Shooter', 'Third-Person', 'Arcade']",multiplayer,T
Wormwood Studios,"['Adventure', 'General', 'Point-and-Click']",singleplayer,NaN
BonusXP,"['Action Adventure', 'General']",singleplayer,T
Experience Inc.,"['Role-Playing', 'General']",singleplayer,T
Midway,"['Action', 'Shooter', 'Third-Person', 'Modern', 'Arcade']",multiplayer,M
Fury Software,"['Strategy', 'Turn-Based', 'Wargame', 'General']",multiplayer,NaN
Capcom,"['Action', 'Fighting', '2D']",multiplayer,T
Capcom,"['Miscellaneous', 'Compilation']",multiplayer,T
Capcom,"['Miscellaneous', 'Compilation']",multiplayer,T
Capcom,"['Action', 'Fighting', '3D', '2D']",multiplayer,T
Capcom,"['Action', 'Fighting', '2D']",multiplayer,T
Capcom,"['Action', 'Fighting', '3D', '2D']",multiplayer,T
Capcom,"['Miscellaneous', 'Compilation']",multiplayer,T
Prograph,"['Sports', 'Traditional', 'Basketball', 'Arcade']",multiplayer,E
Eutechnyx,"['Driving', 'Racing', 'GT / Street']",multiplayer,T
Lizardcube,"['Action', ""Beat-'Em-Up"", '2D']",multiplayer,T
Double Helix Games,"['Action Adventure', 'Fantasy', 'General']",singleplayer,E10+
Capcom,"['Action', 'Platformer', '2D']",singleplayer,E
Lab Rats Games,"['Sports', 'Alternative', 'Bowling']",multiplayer,E
Strike Vector Team,"['General', 'Action', 'Shooter', 'First-Person', 'Arcade']",NaN,NaN
Telltale Games,"['Miscellaneous', 'Adventure', 'General', 'Compilation']",singleplayer,T
Telltale Games,"['Miscellaneous', 'Adventure', 'General', 'Compilation']",NaN,E10+
Telltale Games,"['Miscellaneous', 'Adventure', 'General', 'Compilation']",NaN,E10+
FireFly Studios,"['Strategy', 'Real-Time', 'Historic', 'General']",multiplayer,T
FireFly Studios,"['Strategy', 'Real-Time', 'Fantasy', 'General']",multiplayer,T
Magenta Software,"['Action', 'Platformer', '3D']",singleplayer,E
Wideload Games Inc.,"['Action Adventure', 'Sci-Fi']",multiplayer,M
Team17,"['Driving', 'Racing', 'Kart']",multiplayer,E
Paradigm Entertainment,"['Driving', 'Racing', 'Mission-based', 'Arcade', 'Automobile']",multiplayer,T
Xilam,"['Adventure', 'General']",singleplayer,T
Cyanide,"['Action Adventure', 'Sci-Fi', 'General']",singleplayer,M
Cyanide,"['Action Adventure', 'General']",multiplayer,M
Racjin,"['Simulation', 'Sci-Fi', 'Futuristic Sub']",singleplayer,T
Uppercut Games Pty Ltd,"['Action Adventure', 'General']",NaN,E10+
Unknown Worlds Entertainment,"['Adventure', 'General']",singleplayer,E10+
Unknown Worlds Entertainment,"['Adventure', 'General', 'Action Adventure', 'Sandbox']",singleplayer,E10+
Mike Bithell,"['Adventure', 'General', 'Visual Novel']",singleplayer,E10+
Climax Group,"['Role-Playing', 'Action RPG']",singleplayer,M
Chubby Pixel,"['Action Adventure', 'General']",singleplayer,T
Acquire,"['Role-Playing', 'General']",singleplayer,E10+
GameTomo,"['Adventure', 'General']",singleplayer,NaN
49Games,"['Sports', 'Olympic Sports', 'Individual', 'Athletics']",multiplayer,E
Chibig,"['Adventure', 'General']",singleplayer,NaN
Flight-Plan,"['Role-Playing', 'Action RPG']",multiplayer,T
Flight-Plan,"['Role-Playing', 'Action RPG']",singleplayer,E10+
Volition Inc.,"['Role-Playing', 'Action RPG']",singleplayer,T
Failbetter Games,"['Sci-Fi', 'Action Adventure', 'General']",singleplayer,NaN
Tale of Tales,"['Modern', 'Adventure', '3D', 'First-Person']",NaN,NaN
Atlus Co.,"['Action', 'Shooter', 'Scrolling']",singleplayer,T
Loren Lemcke,"['Sports', 'Team', 'Ice Hockey', 'Arcade']",singleplayer,M
Konami,"['Puzzle', 'Action', 'Arcade']",multiplayer,E10+
Taito Corporation,"['Miscellaneous', 'Puzzle', 'Matching']",multiplayer,E
Taito Corporation,"['Miscellaneous', 'Puzzle', 'Matching']",multiplayer,E
STUDIO EVIL,"['Role-Playing', 'Japanese-Style']",singleplayer,E10+
"Coilworks, Double Eleven","['Action Adventure', 'General']",NaN,T
Million,"['Sports', 'Alternative', 'Team', 'Other']",multiplayer,E
Crafts & Meister,"['Action', 'Fighting', '3D']",multiplayer,T
Honeyslug Ltd,"['Miscellaneous', 'Puzzle', 'General']",multiplayer,E10+
Locomalito,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",NaN,T
Team Meat,"['Action', 'Platformer', '2D']",singleplayer,T
Team Meat,"['Action', 'Platformer', '2D']",singleplayer,T
Metalhead Software,"['Sports', 'Team', 'Baseball', 'Arcade']",multiplayer,E
Uber Entertainment,"['Action', 'Strategy', 'Shooter', 'Real-Time', 'Third-Person', 'MOBA', 'Modern']",NaN,NaN
Sega,"['Miscellaneous', 'Party']",multiplayer,E
Sega,"['Miscellaneous', 'Compilation']",NaN,NaN
Cybernate,"['Action', 'Platformer', '2D']",singleplayer,T
Compile Heart,"['Role-Playing', 'Action RPG']",singleplayer,T
SMG Studio,"['Action', 'Platformer', '2D']",singleplayer,E
Capcom,"['Miscellaneous', 'Puzzle', 'Matching']",multiplayer,E
Backbone Entertainment,"['Miscellaneous', 'Puzzle', 'Matching']",multiplayer,E
Banpresto,"['Strategy', 'Turn-Based', 'Sci-Fi']",singleplayer,T
5TH Cell,"['Miscellaneous', 'Puzzle', 'Action', 'General']",multiplayer,E10+
RLR Training Inc,"['Adventure', 'Visual Novel']",singleplayer,M
d3t Ltd,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",NaN,E
Sony Interactive Entertainment,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",NaN,E10+
Backbone Entertainment,"['Action', 'Fighting', '2D']",multiplayer,T
Capcom,"['Action', 'Fighting', '3D', '2D']",multiplayer,T
Capcom,"['Action', 'Fighting', '3D', '2D']",multiplayer,T
Tecmo,"['Sports', 'Traditional', 'Individual', 'Golf', 'Arcade']",singleplayer,E10+
Jester Interactive,"['Driving', 'Racing', 'Arcade']",multiplayer,E
Pillow Castle Games,"['Adventure', '3D', 'First-Person']",singleplayer,E
Atari,"['Action', 'Platformer', '3D']",singleplayer,E
Black Hammer Game,"['Strategy', 'Turn-Based', 'Sci-Fi']",multiplayer,E
Gas Powered Games,"['Strategy', 'Real-Time', 'Sci-Fi', 'General', 'Command']",multiplayer,E10+
Gas Powered Games,"['Strategy', 'Real-Time', 'Sci-Fi', 'General', 'Command']",multiplayer,E10+
Climax Studios,"['Sports', 'Individual', 'Surf / Wakeboard']",multiplayer,E
Ubisoft Montreal,"['Sports', 'Alternative', 'Individual', 'Surfing', 'Surf / Wakeboard']",multiplayer,E10+
Bossa Studios,"['Simulation', 'General', 'Virtual', 'Career']",singleplayer,NaN
Haemimont Games,"['Strategy', 'Management', 'Government']",singleplayer,E10+
Jester Interactive,"['Driving', 'Racing', 'Motorcycle', 'Street']",multiplayer,E
Constantin Graf,"['Action', 'General']",NaN,E10+
Bandai Namco Games,"['Role-Playing', 'Japanese-Style']",multiplayer,T
Dimps Corporation,"['Action', 'Shooter', 'Third-Person', 'Arcade']",multiplayer,T
Brownie Brown,"['Role-Playing', 'Action RPG']",multiplayer,E
Kerberos Productions,"['Strategy', 'Turn-Based', 'General', 'Sci-Fi']",multiplayer,E10+
Ronimo Games,"['Strategy', 'General']",NaN,E10+
Microids,"['Adventure', '3D', 'Fantasy', 'Third-Person']",singleplayer,T
Microids,"['Adventure', '3D', 'Third-Person']",NaN,T
Starbreeze,"['Action', 'General', 'Shooter', 'First-Person', 'Sci-Fi', 'Tactical', 'Arcade']",NaN,M
Sony Bend,"['Action', 'Shooter', 'Third-Person', 'Modern']",multiplayer,M
Looking Glass Studios,"['Action Adventure', 'General']",singleplayer,NaN
Ubisoft Montreal,"['Action', ""Beat-'Em-Up""]",singleplayer,E10+
Keen Games,"['Driving', 'Racing', 'Arcade', 'Automobile']",NaN,E
Codemasters,"['Driving', 'General']",multiplayer,E10+
Something We Made,"['Adventure', 'General']",NaN,E
Fireart Games,"['Adventure', 'Point-and-Click']",singleplayer,NaN
Sanzaru Games,"['Action', 'Platformer', '3D']",NaN,E10+
Propaganda Games,"['Action', 'General', 'Action Adventure', 'Fantasy']",NaN,T
KT Racing,"['Racing', 'Arcade', 'Automobile']",multiplayer,E
Eclipse Games,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",NaN,E
The Fullbright Company,"['Adventure', 'General']",NaN,T
Bandai Namco Games,"['Action', 'Rhythm', 'Music']",singleplayer,E
Bandai Namco Games,"['Action', 'Rhythm', 'Music']",singleplayer,T
Odd Bug Studio,"['Role-Playing', 'Action RPG']",singleplayer,T
Empire Oxford,"['Miscellaneous', 'Compilation']",singleplayer,T
Avalanche Software,"['Action', 'Platformer', '3D']",multiplayer,E
Avalanche Software,"['Action', 'Platformer', '3D']",multiplayer,E
Serellan LLC,"['Action', 'Shooter', 'General', 'First-Person', 'Modern', 'Tactical']",NaN,M
Telltale Games,"['Miscellaneous', 'General', 'Adventure']",singleplayer,M
Telltale Games,"['Adventure', 'General']",singleplayer,M
Telltale Games,"['Adventure', 'General']",NaN,M
Telltale Games,"['Adventure', 'General']",singleplayer,M
Bandai Namco Games,"['Role-Playing', 'Japanese-Style']",NaN,T
Bandai Namco Games,"['Japanese-Style', 'Role-Playing', 'Action RPG']",singleplayer,T
Namco,"['Role-Playing', 'Console-style RPG']",singleplayer,T
Telltale Games,"['Adventure', 'General', '3D', 'Fantasy', 'Third-Person']",NaN,E10+
Bandai Namco Games,"['Compilation', 'Miscellaneous']",singleplayer,T
Bandai Namco Games,"['Role-Playing', 'Console-style RPG', 'Action RPG', 'Japanese-Style']",singleplayer,T
Bandai Namco Games,"['Role-Playing', 'Action RPG']",multiplayer,T
h.a.n.d. Inc.,"['Miscellaneous', 'Party', 'Party / Minigame']",singleplayer,E
SFB Games,"['Action', 'Adventure', 'General']",singleplayer,T
M2H,"['Action', 'Shooter', 'First-Person', 'Tactical']",multiplayer,NaN
Goodbye Galaxy Games,"['Miscellaneous', 'Puzzle', 'General']",NaN,E
Eighting,"['Action', 'Fighting', '2D']",NaN,T
Sumo Digital,"['Racing', 'Arcade', 'Automobile']",multiplayer,E
Media Molecule,"['Action', 'Action Adventure', 'Adventure', 'General', 'Platformer', 'Fantasy', '3D']",singleplayer,E
Dragon Slumber,"['Simulation', 'Adventure', 'General']",singleplayer,NaN
Artificial Mind and Movement,"['Action Adventure', 'Modern']",multiplayer,E10+
Konami,"['Action', ""Beat-'Em-Up""]",singleplayer,E
Konami,"['Action', ""Beat-'Em-Up"", 'Fighting', '2D', '3D']",singleplayer,E
Konami,"['Action', ""Beat-'Em-Up""]",multiplayer,E
Konami,"['Action', ""Beat-'Em-Up"", '2D', '3D']",singleplayer,E
Ubisoft,"['Action', ""Beat-'Em-Up""]",NaN,E10+
PlatinumGames,"['Action', ""Beat-'Em-Up"", '3D']",multiplayer,T
Namco Bandai Games,"['Action', 'Fighting', '3D']",multiplayer,T
Namco Bandai Games America,"['Action', 'Fighting', '3D']",multiplayer,T
Bandai Namco Games,"['Action', 'Fighting', '3D']",multiplayer,T
Namco Bandai Games,"['Action', 'Fighting', '3D']",multiplayer,T
Sam Barlow,"['Adventure', 'General']",singleplayer,M
Acquire,"['Action Adventure', 'Fantasy']",singleplayer,M
Acquire,"['Action Adventure', 'Historic', 'General']",singleplayer,M
Acquire,"['Action Adventure', 'Fantasy']",singleplayer,M
Big Ant Studios,"['Sports', 'Individual', 'Tennis']",multiplayer,E
Taniko,"['Action', 'Shooter', 'Third-Person', 'Sci-Fi']",multiplayer,T
Teyon,"['Action', 'Shooter', 'First-Person', 'Arcade']",singleplayer,M
Engine Software,"['Action', 'Action Adventure', 'Platformer', 'Sandbox', '2D']",multiplayer,T
10tons,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",singleplayer,T
Pitbull Syndicate,"['Driving', 'Racing', 'GT / Street']",multiplayer,T
Rockstar San Diego,"['Driving', 'Racing', 'Rally / Offroad']",multiplayer,E
Eden Studios,"['Driving', 'Racing', 'Simulation', 'GT / Street', 'Automobile']",multiplayer,E10+
Monster Games Inc.,"['Driving', 'Demolition Derby']",multiplayer,T
Atari,"['Driving', 'Racing', 'Simulation', 'General', 'Automobile']",multiplayer,E
EA Mobile,"['Miscellaneous', 'Puzzle', 'Stacking', 'General']",NaN,E
Arika,"['Puzzle', 'Stacking']",multiplayer,E
Hudson Soft,"['Miscellaneous', 'Puzzle', 'Stacking']",multiplayer,E
"Tetris Online, Inc","['Miscellaneous', 'Puzzle', 'Stacking']",NaN,E
Swing Swing Submarine,"['Puzzle', 'Action']",NaN,E
Wideload Games Inc.,"['Miscellaneous', 'Parlor', 'Gambling']",multiplayer,T
Skyworks Technologies,"['Miscellaneous', 'Parlor', 'Gambling']",singleplayer,E
EKO Software,"['Action', 'Shooter', 'Third-Person', 'Tactical', 'Modern']",multiplayer,T
Choice Provisions,"['Miscellaneous', 'Board / Card Game']",NaN,M
Numinous Games,"['General', 'Adventure']",singleplayer,NaN
Massive Monster,"['Action', 'Platformer', '2D']",singleplayer,E10+
THQ,"['Adventure', 'General']",singleplayer,E
Ubisoft Montpellier,"['Adventure', 'General']",singleplayer,E10+
Happy Volcano,"['Adventure', 'General']",singleplayer,NaN
Beenox,"['General', 'Action', 'Action Adventure', 'Open-World']",NaN,T
Beenox,"['Action', 'Action Adventure', 'General', 'Open-World']",NaN,T
Beethoven & Dinosaur,"['Action', 'Adventure', 'General', 'Platformer', '2D']",NaN,NaN
