name_game,meta_score,user_score,platform,description
SoulCalibur,88.5,83.5,"['dreamcast', 'xbox-360']","Soulcalibur, the highest Metascoring game on the Dreamcast, has returned to the next generation. Sharpen your blades as you relive old grudges against classic adversaries in new high definition graphics. Prove your mettle against the world with a variety of leaderboards spanning every character and mode, or challenge a friend in local-play Versus mode. Nineteen playable characters: All of your favorite fighters are back including Kilik, Ivy, Siegfried, Edge Master, Nightmare, and many more. Eight modes of play: Try the different game modes including Story, Versus, and even Museum Mode that allows players to view artwork, character models, and animations. Leaderboards galore: Compare stats in sixty leaderboards spanning across each character and mode. High definition support: Soulcalibur has been given a whole new coat of beautiful paint to support HD resolutions up to 1080p. [Namco Bandai Games]"
SoulCalibur II,92.33,88.0,"['gamecube', 'playstation-2', 'xbox']","A new page in history has begun as the most highly-anticipated fighting game ever finally arrives! The greatest 3-D weapons-based fighter will provide non-stop action, excitement and surprises as you go one-on-one against your favorite challengers. 13 historic fighters plus all new combatants including Necrid, specially designed by Todd McFarlane Productions, Inc. Unique special guest fighters for each platform include Link (GameCube), Heihachi (PS2), and Todd McFarlane's Spawn (Xbox). 7 exciting modes of play including Arcade, Vs, Time Attack, Survival, Team Battle, Practice, and Weapon Master. Collect 200 different weapons in the all-new mission-complete Weapon Master mode. [Namco]"
South Park: The Stick of Truth,85.0,84.0,['playstation-3'],"South Park: The Game is an epic role-playing adventure that will allow the user to befriend Stan, Kyle, Cartman and Kenny and explore the quiet little mountain town like never before. 

From the perilous battlefields of the 4th-grade playground, a young hero will rise, destined to be South Park’s savior. From the creators of South Park, Trey Parker and Matt Stone, comes an epic quest to become… cool. Introducing South Park: The Stick of Truth. For a thousand years, the battle has been waged. The sole reason humans and elves are locked in a neverending war: The Stick of Truth. But the tides of war are soon to change as word of a new kid spreads throughout the land, his coming foretold by the stars. As the moving vans of prophecy drive away, your adventure begins. Arm yourself with weapons of legend to defeat crabpeople, underpants gnomes, hippies, and other forces of evil. Discover the lost Stick of Truth and earn your place at the side of Stan, Kyle, Cartman, and Kenny as their new friend. Succeed, and you shall be South Park’s savior, cementing your social status in South Park Elementary. Fail, and you will forever be known… as a loser. [Ubisoft]"
Spider-Man,83.5,85.0,"['playstation', 'dreamcast']","YOU DON'T JUST PLAY IT... YOU LIVE IT 

He spins a web, swings across the sky and lands with a somersault onto the Daily Bugle building. Who is this masked hero? It's you! Fight, jump and web-sling as Spider-Man as you take on a legion of sinister villains.

The city is depending on you. Start swinging..."
Splatoon,81.0,87.0,['wii-u'],"Splatoon is a four-on-four multiplayer action game that drops players into a battle arena that two teams strive to claim as their own. Players of each team spray ink on the ground around them while blotting out the opposing team members in turf war competitions. Each character can turn into a squid-like character and swim through his or her own teams ink - gliding up and down walls and under floors - with ease. Using intuitive controls made possible with the Wii U GamePads gyro sensor makes it easy to look around and aim, and the on-screen map displays the entire arena at a glance, both of which feel great and redefine multiplayer action."
Star Fox 64 3D,81.0,81.0,['3ds'],Star Fox 64 is being remade in 3-D for the 3DS.
Star Wars Pinball VR,81.0,81.0,['pc'],"For the first time ever, Star Wars Pinball surrounds us in virtual reality! Star Wars Pinball VR collects 8 AMAZING TABLES:

The Mandalorian 
Star Wars Episode IV: A New Hope 
Star Wars Episode V: The Empire Strikes Back 
Star Wars Episode VI: Return of the Jedi 
Rogue One: A Star Wars Story
Star Wars Rebels
Masters of the Force
Classic Collectibles
 
The fully customizable FAN CAVE houses your ""virtual"" pinball table and items you earn. 

TOTAL IMMERSION MODE allows you to experience everything at table level. 

360-DEGREE MINIGAMES surround you with iconic Star Wars set pieces."
Star Wars: Battlefront,81.0,85.5,"['playstation-2', 'xbox']","Star Wars Battlefront is an action/shooter game that gives fans and gamers the opportunity to re-live and participate in all of the classic Star Wars battles like never before. Players can select one of a number of different soldier types, jump into any vehicle, man any turret on the battlefront and conquer the galaxy planet-by-planet online with their friends or offline in a variety of single player modes. Single player modes include ""Instant Action,"" ""Galactic Conquest"" and the story-based ""Historical Campaigns"" mode that lets gamers experience all of the epic Star Wars battles from Episodes I-VI, fighting from the perspective of each of the four factions within the game. [LucasArts]"
Star Wars: Battlefront II (2005),83.5,89.5,"['playstation-2', 'xbox']","Star Wars Battlefront II improves upon the original game's single-player experience with open-ended, mission-based objectives inspired from all six Star Wars films. The compelling storyline spans more than 12 new locations, many from Episode III, including volcanic Mustafar and the space battle above Coruscant. All-new classic movie moments complete the Star Wars Battlefront II experience, as players battle within the interior of the Death Star and visit Princess Leia’s blockade runner, the Tantive IV, as seen at the beginning of Episode IV A New Hope. In addition, at certain key moments within the battles, players can feel the Force as a Jedi. For the first time ever, Star Wars Battlefront II players can engage in space combat and, during the same battle, board enemy ships to attack from within. Starting on foot inside a capital ship, players can enter the spacecraft of their choice and travel into space to dogfight with the rival faction. From there, they can dock within the enemy’s capital ship, overtake the ship’s command posts, man its turrets to disable its shields and destroy it from within! Or, they can simply stay inside their own capital ship and defend it from attacks and enemy fire. The choice is theirs. The stellar online play that marked the original Star Wars Battlefront returns even bigger and better for Star Wars Battlefront II. Players can locate their buddies and track their stats as they battle alongside more players than ever (up to 24 on PS2, 32 on Xbox, 64 on Windows). [LucasArts]"
Star Wars: Knights of the Old Republic,93.5,90.5,"['xbox', 'pc']","Long before the Galactic Civil War, an epic drama begins.  Engage in this saga set in the Golden Age of the Republic--over 4,000 years before the first Star Wars film, when both Jedi and Sith number in the thousands.  With the Galaxy reeling from a recent conflict with the Dark Lords, the ongoing battle between the Jedi and the Sith rages on.  It's up to guide your customizable and evolving characters through ten different worlds, fast-paced minigames, and locations including a Sith world, the Wookie homeworld, and the Jedi Academy.  Your actions determine the outcome of this colossal galactic war--and your destiny as a Jedi."
Starcraft II: Legacy of the Void,88.0,84.0,['pc'],"StarCraft II continues the epic saga of the Protoss, Terran, and Zerg. These three distinct and powerful races clash once again in the fast-paced real-time strategy sequel to the legendary original, StarCraft. Legions of veteran, upgraded, and brand-new unit types do battle across the galaxy, as each faction struggles for survival. Featuring a unique single-player campaign that picks up where StarCraft: Brood War left off, StarCraft II presents a cast of new heroes and familiar faces in an edgy sci-fi story filled with adventure and intrigue. In addition, Blizzard again offers unparalleled online play through Battle.net, the company's world-renowned gaming service, with several enhancements and new features to make StarCraft II the ultimate competitive real-time strategy game. Features fast-paced, hard-hitting, tightly balanced competitive real-time strategy gameplay that recaptures and improves on the magic of the original game. New units and gameplay mechanics further distinguish each race. Vibrant new 3D-graphics engine with support for dazzling visual effects and massive unit and army sizes. Full map-making and scripting tools to give players incredible freedom in customizing and personalizing their gameplay experience. [Blizzard]"
Stardew Valley,86.5,83.0,"['switch', 'playstation-4']","You've inherited your grandfather's old farm plot in Stardew Valley. Armed with hand-me-down tools and a few coins, you set out to begin your new life. Can you learn to live off the land and turn these overgrown fields into a thriving home? It won't be easy. Ever since Joja Corporation came to town, the old ways of life have all but disappeared. The community center, once the town's most vibrant hub of activity, now lies in shambles. But the valley seems full of opportunity. With a little dedication, you might just be the one to restore Stardew Valley to greatness."
Startopia,86.0,87.0,['pc'],"Any ""Futurama"" fanatics out there need another hit of space humor?  Rebuild and manage a giant 2001-esque space donut/station and attract a variety of alien species to it in a game that plays like the deep space version of ""Dungeon Keeper."""
SteamWorld Dig 2,86.5,85.0,"['switch', 'pc']","Grab your pickaxe and dig into the sequel to SteamWorld Dig. A platform mining adventure forged in Metroidvania flames. In search of her lost friend, a lone steambot and her unlikely companion must dig deep, gain riches and explore an underworld riddled with danger. But time is running short... [Nintendo]"
Steins;Gate 0,82.5,83.5,"['playstation-vita', 'playstation-4']","If you can't save the on you love... ... How can you save humanity?

- A new story in the critically-acclaimed Steins;Gate series.
- From the depths of despair - explore a whole new world line
- Your favourite characters return alongside a brand new cast!"
Street Fighter Alpha 3,88.0,84.0,"['playstation', 'game-boy-advance']","Capcom unleashes the biggest and brightest star in the Street Fighter® universe on the Game Boy® Advance system. Street Fighter Alpha 3 stars over 31 characters and is loaded with multiple modes of play, seamless animation and 3 different fighting styles for every character. Street Fighter Alpha 3 puts arcade fighting in the palm of your hand!"
Stronghold,81.0,89.0,['pc'],"Set in medieval Europe, players establish settlements, build and manage castles and engage in siege warfare. The game incorporates much more building and ""community managing"" than a traditional RTS, yet allows for a more intense combat experience than city builders have featured in the past.  [GodGames]"
Subnautica,82.67,81.0,"['pc', 'xbox-one', 'playstation-4']","Descend into the depths of an alien underwater world filled with resources, creatures, wonder and threats. Craft equipment and submarines to explore lush coral reefs, volcanoes, cave systems, and more – all while trying to survive. [Xbox.com]"
Sumire,86.0,82.0,['switch'],"One Day, One Life. Embark on a mysterious journey to help Sumire achieve her deepest wishes, before the day ends and the sky turns to twilight. Sumire is an indie narrative adventure, featuring a one-day journey through a picturesque Japanese village. In this enchanted place, a disenchanted girl named Sumire meets a mischievous spirit who makes her a deal to fulfill her most desired wish.
But in order to see this wish come true, she must complete a series of tasks in return, before night falls and this special day reaches its end."
Super One More Jump,81.0,84.0,['switch'],None
Super Puzzle Fighter II Turbo,83.0,85.0,['playstation'],"Burst right into the feverish puzzle action that combines irresistible, addictive fun with famous Capcom characters. Beat your opponent to the punch by stacking block after block in strategic patterns and color combinations. Be the first to fill the opponent's screen with blocks and K.O. you win! But get ready for more, because you can't play just once."
Super Robot Taisen: Original Generation 2,82.0,84.0,['game-boy-advance'],The follow-up to the original Game Boy Advance release features a new system under which the game determines difficulty by your battle clearances under a variety of conditions.
Super Scribblenauts,81.0,84.0,['ds'],"In this new game created and developed by 5TH Cell, players use the stylus and touch screen to help Maxwell, the game’s hero, acquire the ""Starite,"" the prize earned from solving the puzzle in even more robust challenges and redesigned levels.  Players now have the ability to write any object that comes to mind and modify it in any way they desire using adjectives to reach the goal in each level.  Adjectives can change the color, size, elements, behaviors and many other aspects of the object they are describing. Multiple adjectives can be combined together to produce incredibly creative objects, allowing the player's imagination to run wild for a truly unique and individualistic experience."
Supreme Commander: Forged Alliance,81.0,89.0,['pc'],"Supreme Commander: Forged Alliance is the next chapter in the critically acclaimed Supreme Commander franchise. The game continues the epic story following the Infinite War, featuring an all-new single-player campaign, a new faction and a myriad of innovative multiplayer features. More than one hundred new units will give players access to cutting-edge strategic options, including fully realized navies, orbital weaponry and advanced counter intelligence technologies. [THQ]"
System Shock: Enhanced Edition,85.0,86.0,['pc'],"The Enhanced Edition adds a modern touch to this classic gem, without taking anything from its unmistakable atmosphere."
Tales From The Borderlands: Episode 1 - Zer0 Sum,82.0,81.3,"['pc', 'xbox-one', 'playstation-4']","Episode 1 - Zer0 Sum - Set following the events seen in Borderlands 2, Tales from the Borderlands focuses on Rhys, a Hyperion company man who wants to become the next Handsome Jack, and it’s also about Fiona, a Pandoran con artist intending to score the biggest of all swindles. Baited into danger by a Vault key and all it promises, the unlikely pair are thrown together with a common purpose and a great amount of mistrust. Who is speaking the truth, and why is it important? That is for you to decide. It’s important to remember that there *are* two sides to every story, and you will tell this tale, or…tales, through the choices that you make. Your every decision as both Rhys and Fiona will affect the people and environment around you: this is a game where YOU are the final author in a brand new Borderlands story set on the unforgiving world of Pandora. [Telltale Games]"
Tales From The Borderlands: Episode 5 - The Vault of the Traveler,88.0,82.5,"['playstation-4', 'pc']","In the final episode of the season, all hell is breaking loose. Jack is now in control of Helios' systems, and he is ready to reclaim his rightful place as king of Hyperion - with or without you. It's a mad dash to get out of the chaotic space station alive, as everyone scrambles to grab the final Gortys piece and high tail it back to Pandora. Can you guide our motley crew through perilous corporate dangers in hopes of getting some copious alien riches? Loyalties will be tested, secrets will be revealed, and explosions will be in large supply in this final chapter of Tales From The Borderlands."
Tales from the Borderlands: A Telltale Game Series,83.67,83.3,"['playstation-4', 'pc', 'switch']","Like all good tales, there’s more than one side to a story. Especially one about a Vault key, the Hyperion Corporation, bandits, loot, gangsters, Vault Hunters, secret Atlas tech, explosions, getaways, extortion, betrayal, and mayhem. Set after the events seen in Borderlands 2, Tales from the Borderlands is about Rhys, a Hyperion company man looking to become the next Handsome Jack, and it’s also about Fiona, a Pandoran con artist out to score the biggest of all swindles. Lured into danger by a Vault key and all it promises, the unlikely duo are thrown together with a common goal and a huge amount of mistrust. Who is telling the truth, and why is it important That’s up to you to decide. You are Rhys…and you are also Fiona, because like every tale worth telling, there are two…oh, you read that part already? Well, it’s important to remember that there *are* two sides to every story, and you my friend, you will tell this tale, or…tales, through the choices that you make. Your every decision as both Rhys and Fiona will affect the people and world around you: this is a game where YOU are the final author in a brand new Borderlands story set on the unforgiving world of Pandora. [TellTale Games]"
Tales of Arise,84.67,86.7,"['playstation-5', 'pc', 'playstation-4']","Challenge the Fate That Binds You

On the planet Dahna, reverence has always been given to Rena, the planet in the sky, as a land of the righteous and divine. Stories handed down for generations became truth and masked reality for the people of Dahna. For 300 years, Rena has ruled over Dahna, pillaging the planet of its resources and stripping people of their dignity and freedom.

Our tale begins with two people, born on different worlds, each looking to change their fate and create a new future. Featuring a new cast of characters, updated combat, and classic Tales of gameplay mechanics, experience the next chapter in the world-famous Tale of series, Tales of Arise.

The Next Chapter
Experience the next chapter in the Tales of series, brought to life in stunning HD powered by Unreal Engine 4

Dynamic Action
Dynamic Action RPG featuring an updated battle system that retains classic Tales of gameplay

A New Tale Awaits
Rich story featuring a vibrant world and new cast of characters

Stunning Visuals
High quality animation created by Ufotable"
Tangle Tower,85.0,83.0,['switch'],"Unravel a mystery by exploring a strange and twisted mansion, discovering curious clues, interrogating peculiar suspects and solving unique puzzles. Will you be able to uncover the secrets of Tangle Tower?"
Tatsunoko vs. Capcom: Ultimate All-Stars,85.0,86.0,['wii'],"Capcom's popular and critically acclaimed ‘VS’ fighting series is getting an all new next-generation introduction. Tatsunoko vs. Capcom pits Capcom’s iconic characters against Tatsunoko Productions anime superheroes. This clash of heroes face off in two-on-two battles for the ultimate 2D tag-team battle. Originally released in Japanese arcades in the Fall of 2008, the original Tatsunoko vs. Capcom moved to the Wii console on December 11, 2008. This fighter blends these two rich universes by taking Capcom characters like Ryu from Street Fighter, Morrigan from Darkstalkers and the giant PTX-40A from Lost Planet and putting them against Tatsunoko fan-favorite characters from Gatchaman, Hurricane Polymar, Casshern and more. It’s a battler oyale that delivers match-ups that only exist in fans wildest dreams! Unlike the more well-known six-button layout that the Street Fighter franchise pioneered, the VS line features a simplified four button system: Weak, Medium, Strong and Assist for the tag-team option of. The Assist feature adds another compelling element found Capcom’s other VS series: allowing players to switch their character on the fly or call for help from their tag-team partner, allowing for spectacular super moves (Hyper Variable Combination). Successful execution of the Assist feature can turn the tide of battle on a dime. Historically the VS series excels in integrating the tag-team options by including customized moves like Variable Assist, Snapback, and the previously mentioned Hyper Variable combination that lets both characters on one team perform their Hyper attack. TvC enhances the above gameplay with new mechanics, including the Variable Aerial Rave that allows characters to be switched in the middle of an Aerial rave. More moves include the offensive Assault and defensive maneuver Mega Crash. Another new gameplay mechanic, titled Baroque, illuminates the character in a rainbow of colors, cancels the current attack and extends combos and damage. Featuring a robust line-up of characters, the console version added four mini-games and optional control schemes. [Capcom]"
Tenchu: Stealth Assassins,87.0,88.0,['playstation'],"Prowl and strike with lethal precision as ninja assassins Rikimaru or Ayame in the shadowy world of feudal Japan. Armed with mystical weapons and sheer cunning, you must shed blood with discretion and move without detection. For only the unseen survive. Master dozens of motion-captured ninja moves as you disembowel fearsome samurai, wild beasts, and evil demons. Wield 20 stunning death-dealing devices, including throwing stars, grappling hooks, caltrops and more. Stalk the towns, temples, forests, caves and dungeons of 16th century Japan in 10 deadly missions."
Tetris 99,83.0,82.0,['switch'],"The free to download online software, Tetris® 99, is available as a special offer for Nintendo Switch Online members. In large-scale, 99-player battles, it'll take speed, skill, and strategy to knock out the competition and become the last player standing. You can target opponents by sending them Garbage Blocks, but be careful…your rivals can target you back! Defeat opponents to acquire KO badges that may give you the advantage on future attacks. Survive the onslaught and look forward to upcoming online events."
The Book of Unwritten Tales,82.0,83.0,['pc'],"In a world torn by war, the aged gremlin archaeologist Mortimer McGuffin harbours the dark secret of a powerful artifact. Whoever calls this artifact their own will determine the fate of the world. While the Army of Shadows sends out its best and most devious agents to discover the secret, the Alliance's three heroes find themselves involuntarily drawn into the crisis. Enjoy a turbulent and humorous Point & Click adventure in an RPG world! Take Wilbur, Nate and Ivo on their treasure hunt, face bizarre characters and magical fantasy environments, and solve challenging puzzles that will tease your brain cells. [HMH Interactive]"
The Dishwasher: Vampire Smile,81.0,82.0,['xbox-360'],"The followup to 2009's Dead Samurai, The Dishwasher: Vampire Smile is a combo-fueled, fast-paced, stylistic 2D action platformer that features the series’ staple gritty, graphic novel-inspired art style, built on a brand new engine that allows for an even more visually gruesome experience."
The Elder Scrolls III: Morrowind,89.0,88.0,['pc'],"An epic, open-ended single-player game where you create and play any kind of character you can imagine. Be the noble hero embarking on an epic quest, or an insidious thief rising to leadership of his guild. Be a malevolent sorcerer developing the ultimate spell of destruction, or a reverent healer searching for the cure to a plague. Your actions define your character, and your gameplay changes and evolves in response to your actions. Confront the assassins' guild, and they take out a contract on you. Impress them, and they try to recruit you instead. No two sagas are the same in the world of Morrowind. [Bethesda Softworks]"
The Elder Scrolls IV: Oblivion,93.67,83.7,"['xbox-360', 'pc', 'playstation-3']","Oblivion is a single-player game that takes place in Tamriel's capital province, Cyrodiil. You are given the task of finding the hidden heir to a throne that sits empty, the previous emperor having been killed by an unknown assassin. With no true Emperor, the gates to Oblivion (the equivalent of hell in the world of Tamriel) open, and demons begin to invade Cyrodiil and attack its people and towns. It's up to you to find the lost heir to the throne and unravel the sinister plot that threatens to destroy all of Tamriel. In keeping with the Elder Scrolls tradition, players have the option to experience the main quest at their own pace, and there are plenty of opportunities to explore the vast world and make your own way. Numerous factions can be joined, such as the thieves or mages guilds, and each contains its own complete storyline and the chance to rise to the head of the faction and reap further rewards. Oblivion features a groundbreaking new AI system, called Radiant AI, which gives non-player characters (NPCs) the ability to make their own choices based on the world around them. They decide where to eat or who to talk to and what they say. They sleep, go to church, and even steal items, all based on their individual characteristics. Full facial animations and lip-synching, combined with full speech for all dialog, allows NPCs to come to life like never before. [Bethesda]"
The Elder Scrolls IV: Shivering Isles,86.0,84.0,"['xbox-360', 'pc']","Shivering Isles features more than 30 hours of new gameplay and allows you to explore an entirely new plane of Oblivion – the realm of Sheogorath, the Daedric Prince of Madness. Shivering Isles adds to the existing world of Oblivion so you can continue playing with your existing save game/character, or create an all new character just to explore the new content. Within the Realm of Sheogorath, players can explore the two extreme sides of the god's madness – the sublimely creative and the completely psychotic. Something is happening to the Shivering Isles and Sheogorath himself looks to you to be his champion and defend his realm and its inhabitants from destruction. Do you have the strength to survive his trials, tame a realm fraught with paranoia and despair, and wear the mantle of a God? The Shivering Isles features a bizarre landscape split between the two sides – Mania and Dementia-filled with vast, twisting dungeons mirroring the roots of the trees they are buried within. You'll encounter more than a dozen new creatures including hideous insects, Flesh Atronachs, skeletal Shambles, amphibious Grummites. Throughout your adventure, you will discover all new items, ingredients, spells, and more, and have the talented craftsmen of Crucible and Bliss forge new armor and weapons just for you. [Bethesda Softworks]"
The Eternal Cylinder,83.0,89.0,['pc'],"In The Eternal Cylinder, players control a herd of adorable creatures called Trebhums and must explore a strange alien world filled with exotic lifeforms, surreal environments, and the constant threat of the Cylinder, a gargantuan rolling structure of ancient origin which crushes everything in its path. This unique ecosystem is a massive, procedurally generated land with unique animal AI, real-time world destruction, and organic exploration and puzzle design to create emergent gameplay that ensures no two playthroughs are ever the same.
Your Trebhums begin at the bottom of the natural food chain but can mutate and evolve with new physical attributes and abilities by eating a variety of flora and fauna. Discover and adapt dozens of mutations, including new traversal skills like flying and swimming to reach new areas, and new senses to help overcome puzzles, challenges and dangers. Your many Trebhums can each have different mutations, and new mutations don't replace ones you already have, letting you stack ability sets in dynamic ways. Each mutation will also change the physical look of a Trebhum and stacking these will generate near countless surprising new creature designs which players will be able to organically discover as they explore this unique alien ecosystem. 

Game Features:

* Unforgettable Alien World to explore: Players must explore a gorgeous procedurally generated world which is populated with unforgettable vistas and unique landscapes which have something new to discover around every corner. The Eternal Cylinder features an open-world which allows players to reach and explore any areas which they can see on the horizon. This encourages constant exploration and ensures that there's always something new to see. 

* Real-Time World Destruction: Everything in the world can be destroyed in real-time by The Eternal Cylinder, so players must continuously evade its destructive path in order to survive whilst marveling at the visual splendor of its godlike power.
Story Driven Open-World Survival: Unlike many open-world survival titles, The Eternal Cylinder features a deep and engrossing story for players to uncover as they continue to explore the vast world. The game explores themes of family and heritage, and the lasting power of knowledge.

* Build Your Own Alien Family: Unlike standard survival games where you have a main shelter that you can build or improve, in Eternal Cylinder players develop a nomadic herd of unique alien creatures called Trebhums. Players control one Trebhum from the herd at a time and the rest follow (Al controlled) but players can switch to any individual member of their herd at will. Explore the world to rescue more of your brethren and continuously expand your family. Control a herd which can grow to more than 20 members at any given time and imbue each of your Trebhums with their own unique mutations and skill sets. Players can create a custom name for each of their Trebhum, increasing the emotional bond between player and their Trebhum family. 

* Unique Mutation System: Although Trebhum's are generally frail and start their lives at the very bottom of the world's food chain, they have the unique ability to mutate and unlock new skills by consuming natural edibles which populate the game world. So, players must explore and experiment with a vast array of fruits, flora and alien creatures to unlock new powers and gameplay options. 

* 50+ Mutations to discover: Players can unlock more than 50+ unique mutations as they explore the world, each one of which enable new gameplay options. These include new traversal options such as the ability to fly and swim, but also new offensive moves like the ability to spit fire and create loud warning noises. New mutations allow players to explore new areas and each mutation stacks thus creating a truly expansive skill set which is constantly evolving. 

* A Trebhum for everyone: Enjoy a virtually endless visual variety of Trebhum designs, as each mutation combine with one another to create surprising new creatures. This allows your herd to continue to evolve as players explore new areas and players can share the unique look of their Trebhum family with the rest of the world online. 

* Layered Survival: Players need to manage multiple layers of resources in order to be able to survive. These include hydration level, various temperatures each with their own impact and stamina. 

* Living and Breathing Ecosystems: The world of The Eternal Cylinder is populated with more than 30 memorable handcrafted alien creatures. These creatures vary greatly in size and range from those smaller than a Trebhum, all the way to skyscraper sized leviathans who dominate the horizon. Each of these creatures feature their own dedicated Al and behave in natural ways. Players must learn their unique behaviors and discover surprising ways to utilize the natural food chain to their advantage and interact with every creature. 

* Organic Puzzle Solving and Progression: The world of the Eternal Cylinder has been designed to empower players to organically solve its mysteries and progress without the need for obvious prompts and mission logs. This allows for fully immersive exploration which rewards players of every skill level, as the greater majority of the puzzles are not required for progression but do provide unique experiences. 

* 4 Unique Biodomes lo Discover ond Explore: Players can explore 4 unique biodomes including alien savannas and infected habitats, each with their own dedicated ecosystems and unique creatures to discover. 

* Truly Emergent Gameplay: The Eternal Cylinder's lush procedurally generated world, vast number of mutations to discover and unlock, unique creature Al system, living natural ecosystem, real-time world destruction and organically placed puzzles combine to create near endless possibilities for emergent gameplay and help to ensure that no two playthroughs will ever be there same."
The Incredible Hulk: Ultimate Destruction,84.0,81.0,"['xbox', 'gamecube']","The Incredible Hulk: Ultimate Destruction is an action game that lets you play as The Incredible Hulk, one of the most powerful Marvel superheroes. Now you can use the Hulk's strength to run, jump, and climb anywhere across landscapes from the comic series. You can increase your strength and unlock more moves by completing more than 30 story missions and 40 side missions. The game's destructible environments can help you fight bosses, gain weapons, and destroy buildings."
The Last Express,82.0,87.0,['pc'],"Assume the role of Robert Cath, an American who recieves a mysterious dispatch from a friend to meet him on the Orient Express. However, once you get there you discover that things aren't quite as they should be! The game is set during the run up to World War 1. It has a very impressive recreation of the Orient Express and features a historically accurate background."
The Legend of Heroes: Trails of Cold Steel III,83.0,82.5,"['switch', 'playstation-4']","The end of the civil war led to the turning point of a new era for the Erebonian Empire. Centering on Rean Schwarzer as the Ashen Chevalier, the young man who came to be seen as a hero within the country, a new story of young heroes will unfold."
The Legend of Heroes: Trails of Cold Steel IV,81.0,86.0,['playstation-4'],"The Erebonian Empire is on the brink of all out war! Taking place shortly after the ending of Trails of Cold Steel III, the heroes of Class VII find themselves against the full force of the Empire in an attempt to stop its path of total domination. Further, the hero of the Erebonian Civil War and Class VII's instructor, Rean Schwarzer, has gone missing. Now, the students of Class VII, old and new, must unite with heroes from all over the continent to create the only chance the world has to be spared from total destruction."
The Legend of Zelda: Breath of the Wild,96.5,85.0,"['switch', 'wii-u']","Forget everything you know about The Legend of Zelda games. Step into a world of discovery, exploration and adventure in The Legend of Zelda: Breath of the Wild, a boundary-breaking new game in the acclaimed series. Travel across fields, through forests and to mountain peaks as you discover what has become of the ruined kingdom of Hyrule in this open-air adventure. Explore the wilds of Hyrule any way you like - Climb up towers and mountain peaks in search of new destinations, then set your own path to get there and plunge into the wilderness. Along the way, you'll battle towering enemies, hunt wild beasts and gather ingredients for the food and elixirs you'll need to sustain you on your journey. More than 100 Shrines of Trials to discover and explore - Shrines dot the landscape, waiting to be discovered in any order you want. Search for them in various ways, and solve a variety of puzzles inside. Work your way through the traps and devices inside to earn special items and other rewards that will help you on your adventure.
*    Be prepared and properly equipped - With an entire world waiting to be explored, you'll need a variety of outfits and gear to reach every corner. You may need to bundle up with warmer clothes or change into something better suited to the desert heat. Some clothing even has special effects that, for example, can make you faster and stealthier.
*    Battling enemies requires strategy - The world is inhabited with enemies of all shapes and sizes. Each one has its own attack method and weaponry, so you must think quickly and develop the right strategies to defeat them.
*    amiibo compatibility - Tap the Wolf Link amiibo (sold separately) to make Wolf Link appear in game. Wolf Link will attack enemies on his own and help you find items you're searching for."
The Legend of Zelda: Majora's Mask 3D,89.0,89.0,['3ds'],"The Skull Kid personifies the mischief and mystery of the Lost Woods, but a cursed mask has now morphed him into something exceedingly more terrifying. When he dupes Link into entering a land called Termina, the Hero of Time faces a pressing challenge in a strange, new land: stop the moon from ending the world in three days. Don't panic! You'll have some time-twisting tunes and magical masks to help you make it to tomorrow. [Nintendo]"
The Legend of Zelda: Twilight Princess,95.5,89.5,"['gamecube', 'wii']","When an evil darkness enshrouds the land of Hyrule, a young farm boy named Link must awaken the hero - and the animal - within. When Link travels to the Twilight Realm, he transforms into a wolf and must scour the land with the help of a mysterious girl named Midna. Using the power and unique control of the Wii console, The Legend of Zelda: Twilight Princess features precise aiming control using the Wii Remote. The Wii Remote and the Nunchuk controller are used for a variety of game activities, including fishing and special sword attacks. Players ride into battle against troops of foul creatures using an amazing horseback combat system, then take on massive bosses that must be seen to be believed. [Nintendo]"
The Legend of Zelda: Twilight Princess HD,86.0,85.0,['wii-u'],"A dark force, shrouded in twilight, has invaded the vast land of Hyrule. To restore light to the world, team up with the mysterious creature Midna and embrace the darkness to transform into a divine wolf. Fight through labyrinthine dungeons, survive puzzling traps in this legendary Zelda adventure. The Legend of Zelda: Twilight Princess is set in a world bursting with life—but also shadow. A dark figure from the Twilight Realm has invaded the world of light. As Link, a farmhand turned cursed beast, join forces with the impish Midna and trusted (albeit unusual) allies to survive a quest that'll take you to the farthest corners of Hyrule and beyond… to the Twilight Realm. This emotional adventure is now on the Wii U console with improved visuals and controls—and new challenges. Choose Hero Mode to take 2x normal damage, or tap the Wolf Link amiibo figure to unlock the tough Cave of Shadows. [Nintendo.com]"
The Lord of the Rings: The Return of the King,81.6,81.6,"['playstation-2', 'gamecube', 'xbox', 'pc', 'game-boy-advance']","Return to Middle-earth in the only video game based on the epic final chapter of the highly-acclaimed The Lord of the Rings movie trilogy. Developed using the same digital assets as the films, The Return of the King re-creates in stunning detail the final events of the War of the Ring. Become the heroes who determine the fate of Middle-earth as you traverse the haunted Paths of the Dead, defend Minas Tirith from the onslaught of thousands of Sauron's minions, and even play co-op multiplayer with a friend as you march against the impenetrable Black Gates of Mordor. Eight playable characters, including Gandalf, Aragorn, Legolas, Gimli, Sam, and Frodo with exclusive voice-over provided by the films’ actors. The fate of Middle-earth is in your hands. [Electronic Arts]"
